ExpenseID,Date,DepartmentID,ExpenseCategory,Vendor,CostCenter,ExpenseAmount,BudgetCategory,IsPlanned
EXP-2023-0504,2023-08-15,D02,Equipment & Maintenance,Kärcher Professional,CC-MKTG,627.11,Variable,True
EXP-2023-0505,2023-08-02,D03,Equipment & Maintenance,Caterpillar Equipment,CC-OPS,6173.61,Variable,True
EXP-2023-0506,2023-08-09,D03,Equipment & Maintenance,Ricoh Service,CC-OPS,6219.5,Variable,True
EXP-2023-0507,2023-08-03,D04,Equipment & Maintenance,Caterpillar Equipment,CC-FIN,1509.97,Variable,False
EXP-2023-0508,2023-08-02,D04,Equipment & Maintenance,Ricoh Service,CC-FIN,2859.0,Variable,False
EXP-2023-0509,2023-08-24,D05,Equipment & Maintenance,Hilti Tools,CC-HR,495.42,Variable,True
EXP-2023-0510,2023-08-15,D05,Equipment & Maintenance,Konica Minolta,CC-HR,732.64,Variable,True
EXP-2023-0511,2023-08-18,D06,Equipment & Maintenance,Siemens Maintenance,CC-IT,1924.85,Variable,True
EXP-2023-0512,2023-08-18,D06,Equipment & Maintenance,Kärcher Professional,CC-IT,2400.04,Variable,True
EXP-2023-0513,2023-08-01,D01,Office Supplies,Amazon Business,CC-SALES,1895.35,Variable,True
EXP-2023-0514,2023-08-24,D02,Office Supplies,Staples Business,CC-MKTG,2955.72,Variable,True
EXP-2023-0515,2023-08-08,D03,Office Supplies,Office Depot Europe,CC-OPS,3288.16,Variable,True
EXP-2023-0516,2023-08-30,D04,Office Supplies,Office Depot Europe,CC-FIN,1405.82,Variable,True
EXP-2023-0517,2023-08-25,D05,Office Supplies,Staples Business,CC-HR,668.8,Variable,True
EXP-2023-0518,2023-08-02,D06,Office Supplies,Staples Business,CC-IT,847.02,Variable,True
EXP-2023-0519,2023-08-08,D01,Training & Development,CIPD Training,CC-SALES,2431.66,Discretionary,False
EXP-2023-0520,2023-08-07,D02,Training & Development,Coursera for Business,CC-MKTG,1477.78,Discretionary,True
EXP-2023-0521,2023-08-08,D03,Training & Development,Coursera for Business,CC-OPS,1902.66,Discretionary,False
EXP-2023-0522,2023-08-22,D04,Training & Development,CIPD Training,CC-FIN,913.91,Discretionary,True
EXP-2023-0523,2023-08-22,D05,Training & Development,Udemy Business,CC-HR,1687.61,Discretionary,False
EXP-2023-0524,2023-08-02,D06,Training & Development,CIPD Training,CC-IT,830.24,Discretionary,True
EXP-2023-0525,2023-08-14,D01,Other, miscellaneous,CC-SALES,1045.05,Variable,False
EXP-2023-0526,2023-08-22,D01,Other, miscellaneous,CC-SALES,798.75,Variable,False
EXP-2023-0527,2023-08-10,D02,Other,Waste Management UK,CC-MKTG,656.56,Variable,True
EXP-2023-0528,2023-08-08,D02,Other,Waste Management UK,CC-MKTG,399.23,Variable,True
EXP-2023-0529,2023-08-02,D03,Other,Iron Mountain Storage,CC-OPS,2405.28,Variable,True
EXP-2023-0530,2023-08-08,D03,Other, miscellaneous,CC-OPS,1739.66,Variable,True
EXP-2023-0531,2023-08-28,D04,Other,Iron Mountain Storage,CC-FIN,611.33,Variable,True
EXP-2023-0532,2023-08-09,D04,Other,Iron Mountain Storage,CC-FIN,540.23,Variable,True
EXP-2023-0533,2023-08-07,D05,Other,Waste Management UK,CC-HR,608.62,Variable,True
EXP-2023-0534,2023-08-28,D05,Other, miscellaneous,CC-HR,630.27,Variable,True
EXP-2023-0535,2023-08-07,D06,Other,Iron Mountain Storage,CC-IT,675.36,Variable,False
EXP-2023-0536,2023-08-23,D06,Other,FedEx Express,CC-IT,959.87,Variable,True
EXP-2023-0537,2023-09-13,D01,Salaries & Benefits,BenefitHub,CC-SALES,112957.82,Fixed,True
EXP-2023-0538,2023-09-25,D02,Salaries & Benefits,PensionPlus Ltd,CC-MKTG,33723.85,Fixed,True
EXP-2023-0539,2023-09-18,D03,Salaries & Benefits,HealthShield Insurance,CC-OPS,105422.9,Fixed,True
EXP-2023-0540,2023-09-12,D04,Salaries & Benefits,HealthShield Insurance,CC-FIN,19189.2,Fixed,True
EXP-2023-0541,2023-09-15,D05,Salaries & Benefits,BenefitHub,CC-HR,21144.91,Fixed,True
EXP-2023-0542,2023-09-25,D06,Salaries & Benefits,Apex Payroll Services,CC-IT,48261.54,Fixed,True
EXP-2023-0543,2023-09-14,D01,Rent & Utilities,British Gas Business,CC-SALES,4236.26,Fixed,True
EXP-2023-0544,2023-09-08,D01,Rent & Utilities,Regus Office Solutions,CC-SALES,4961.34,Fixed,True
EXP-2023-0545,2023-09-18,D02,Rent & Utilities,Vodafone Business,CC-MKTG,2539.94,Fixed,True
EXP-2023-0546,2023-09-14,D02,Rent & Utilities,E.ON Energy,CC-MKTG,3768.12,Fixed,True
EXP-2023-0547,2023-09-11,D03,Rent & Utilities,BT Business,CC-OPS,6822.23,Fixed,True
EXP-2023-0548,2023-09-27,D03,Rent & Utilities,British Gas Business,CC-OPS,8541.59,Fixed,True
EXP-2023-0549,2023-09-21,D04,Rent & Utilities,British Gas Business,CC-FIN,2361.18,Fixed,True
EXP-2023-0550,2023-09-25,D04,Rent & Utilities,Vodafone Business,CC-FIN,2055.5,Fixed,True
EXP-2023-0551,2023-09-21,D05,Rent & Utilities,Severn Trent Water,CC-HR,1622.1,Fixed,True
EXP-2023-0552,2023-09-06,D05,Rent & Utilities,Vodafone Business,CC-HR,1172.36,Fixed,True
EXP-2023-0553,2023-09-06,D06,Rent & Utilities,Vodafone Business,CC-IT,2920.0,Fixed,True
EXP-2023-0554,2023-09-06,D06,Rent & Utilities,British Gas Business,CC-IT,2778.89,Fixed,True
EXP-2023-0555,2023-09-14,D02,Marketing & Advertising,TradeShow Expo,CC-MKTG,31768.03,Discretionary,False
EXP-2023-0556,2023-09-05,D02,Marketing & Advertising,Google Ads,CC-MKTG,35673.0,Discretionary,True
EXP-2023-0557,2023-09-20,D05,Marketing & Advertising,Meta for Business,CC-HR,1361.56,Discretionary,True
EXP-2023-0558,2023-09-18,D06,Marketing & Advertising,Eventbrite Corporate,CC-IT,2079.6,Discretionary,True
EXP-2023-0559,2023-09-01,D01,Travel & Entertainment,Expedia Business Travel,CC-SALES,16501.29,Discretionary,True
EXP-2023-0560,2023-09-04,D02,Travel & Entertainment,Marriott Business,CC-MKTG,2504.52,Discretionary,False
EXP-2023-0561,2023-09-27,D02,Travel & Entertainment,Expedia Business Travel,CC-MKTG,2241.33,Discretionary,True
EXP-2023-0562,2023-09-15,D03,Travel & Entertainment,British Airways Business,CC-OPS,5434.31,Discretionary,True
EXP-2023-0563,2023-09-28,D04,Travel & Entertainment,Hertz Corporate,CC-FIN,1020.21,Discretionary,True
EXP-2023-0564,2023-09-13,D04,Travel & Entertainment,Expedia Business Travel,CC-FIN,822.94,Discretionary,False
EXP-2023-0565,2023-09-28,D05,Travel & Entertainment,Booking.com for Business,CC-HR,2304.1,Discretionary,True
EXP-2023-0566,2023-09-04,D06,Travel & Entertainment,Marriott Business,CC-IT,1799.06,Discretionary,True
EXP-2023-0567,2023-09-29,D01,Software & Tools,Salesforce Europe,CC-SALES,4037.95,Variable,False
EXP-2023-0568,2023-09-22,D02,Software & Tools,Slack Technologies,CC-MKTG,6862.8,Variable,True
EXP-2023-0569,2023-09-06,D03,Software & Tools,SAP Business One,CC-OPS,4618.07,Variable,True
EXP-2023-0570,2023-09-19,D04,Software & Tools,Atlassian,CC-FIN,4470.84,Variable,False
EXP-2023-0571,2023-09-13,D05,Software & Tools,Salesforce Europe,CC-HR,4206.31,Variable,True
EXP-2023-0572,2023-09-19,D06,Software & Tools,Microsoft Licensing,CC-IT,8813.93,Variable,True
EXP-2023-0573,2023-09-25,D01,Professional Services,BDO Advisory,CC-SALES,1555.97,Variable,True
EXP-2023-0574,2023-09-12,D02,Professional Services,BDO Advisory,CC-MKTG,1682.01,Variable,False
EXP-2023-0575,2023-09-11,D03,Professional Services,Deloitte Consulting,CC-OPS,3204.25,Variable,True
EXP-2023-0576,2023-09-13,D04,Professional Services,Grant Thornton,CC-FIN,11483.68,Variable,False
EXP-2023-0577,2023-09-15,D05,Professional Services,PwC Legal,CC-HR,2210.24,Variable,True
EXP-2023-0578,2023-09-13,D06,Professional Services,EY Tax Services,CC-IT,1848.68,Variable,True
EXP-2023-0579,2023-09-20,D01,Equipment & Maintenance,Kärcher Professional,CC-SALES,1351.06,Variable,True
EXP-2023-0580,2023-09-05,D02,Equipment & Maintenance,Hilti Tools,CC-MKTG,1462.91,Variable,True
EXP-2023-0581,2023-09-11,D03,Equipment & Maintenance,Siemens Maintenance,CC-OPS,16575.42,Variable,True
EXP-2023-0582,2023-09-12,D04,Equipment & Maintenance,Hilti Tools,CC-FIN,809.44,Variable,True
EXP-2023-0583,2023-09-18,D05,Equipment & Maintenance,Hilti Tools,CC-HR,805.36,Variable,True
EXP-2023-0584,2023-09-18,D06,Equipment & Maintenance,Ricoh Service,CC-IT,4772.03,Variable,True
EXP-2023-0585,2023-09-01,D01,Training & Development,CIPD Training,CC-SALES,1450.04,Discretionary,False
EXP-2023-0586,2023-09-29,D01,Training & Development,Udemy Business,CC-SALES,1099.8,Discretionary,False
EXP-2023-0587,2023-09-19,D02,Training & Development,CIPD Training,CC-MKTG,1173.13,Discretionary,False
EXP-2023-0588,2023-09-05,D02,Training & Development,CIPD Training,CC-MKTG,651.75,Discretionary,True
EXP-2023-0589,2023-09-06,D03,Training & Development,Udemy Business,CC-OPS,1241.65,Discretionary,True
EXP-2023-0590,2023-09-26,D03,Training & Development,FranklinCovey Europe,CC-OPS,1211.92,Discretionary,True
EXP-2023-0591,2023-09-21,D04,Training & Development,Coursera for Business,CC-FIN,525.01,Discretionary,False
EXP-2023-0592,2023-09-04,D04,Training & Development,FranklinCovey Europe,CC-FIN,634.95,Discretionary,True
EXP-2023-0593,2023-09-11,D05,Training & Development,LinkedIn Learning,CC-HR,996.65,Discretionary,False
EXP-2023-0594,2023-09-15,D05,Training & Development,CIPD Training,CC-HR,1067.75,Discretionary,False
EXP-2023-0595,2023-09-21,D06,Training & Development,Udemy Business,CC-IT,557.84,Discretionary,False
EXP-2023-0596,2023-09-07,D06,Training & Development,CIPD Training,CC-IT,418.69,Discretionary,True
EXP-2023-0597,2023-09-21,D01,Other,Iron Mountain Storage,CC-SALES,1314.93,Variable,True
EXP-2023-0598,2023-09-27,D02,Other,Waste Management UK,CC-MKTG,1623.29,Variable,True
EXP-2023-0599,2023-09-18,D03,Other,Waste Management UK,CC-OPS,3687.91,Variable,False
EXP-2023-0600,2023-09-15,D04,Other,DHL Supply Chain,CC-FIN,2029.45,Variable,True
EXP-2023-0601,2023-09-27,D05,Other,DHL Supply Chain,CC-HR,1123.09,Variable,True
EXP-2023-0602,2023-09-22,D06,Other,Waste Management UK,CC-IT,2017.07,Variable,True
EXP-2023-0603,2023-10-26,D01,Salaries & Benefits,PensionPlus Ltd,CC-SALES,119270.24,Fixed,True
EXP-2023-0604,2023-10-20,D02,Salaries & Benefits,HMRC PAYE,CC-MKTG,22356.92,Fixed,True
EXP-2023-0605,2023-10-18,D03,Salaries & Benefits,HMRC PAYE,CC-OPS,130133.6,Fixed,True
EXP-2023-0606,2023-10-23,D04,Salaries & Benefits,BenefitHub,CC-FIN,31785.26,Fixed,True
EXP-2023-0607,2023-10-26,D05,Salaries & Benefits,HMRC PAYE,CC-HR,17550.45,Fixed,True
EXP-2023-0608,2023-10-26,D06,Salaries & Benefits,HealthShield Insurance,CC-IT,47265.21,Fixed,True
EXP-2023-0609,2023-10-12,D01,Rent & Utilities,Regus Office Solutions,CC-SALES,12030.12,Fixed,True
EXP-2023-0610,2023-10-02,D02,Rent & Utilities,British Gas Business,CC-MKTG,8298.18,Fixed,True
EXP-2023-0611,2023-10-13,D03,Rent & Utilities,E.ON Energy,CC-OPS,27460.35,Fixed,True
EXP-2023-0612,2023-10-04,D04,Rent & Utilities,BT Business,CC-FIN,6794.24,Fixed,True
EXP-2023-0613,2023-10-17,D05,Rent & Utilities,Regus Office Solutions,CC-HR,1680.24,Fixed,True
EXP-2023-0614,2023-10-19,D06,Rent & Utilities,Vodafone Business,CC-IT,5024.44,Fixed,True
EXP-2023-0615,2023-10-19,D01,Marketing & Advertising,Meta for Business,CC-SALES,6694.65,Discretionary,False
EXP-2023-0616,2023-10-04,D02,Marketing & Advertising,Google Ads,CC-MKTG,8565.08,Discretionary,True
EXP-2023-0617,2023-10-04,D02,Marketing & Advertising,Meta for Business,CC-MKTG,9120.52,Discretionary,False
EXP-2023-0618,2023-10-10,D02,Marketing & Advertising,TradeShow Expo,CC-MKTG,13224.84,Discretionary,True
EXP-2023-0619,2023-10-16,D02,Marketing & Advertising,Meta for Business,CC-MKTG,9428.38,Discretionary,True
EXP-2023-0620,2023-10-23,D02,Marketing & Advertising,Meta for Business,CC-MKTG,9591.32,Discretionary,True
EXP-2023-0621,2023-10-26,D02,Marketing & Advertising,HubSpot Europe,CC-MKTG,8361.25,Discretionary,True
EXP-2023-0622,2023-10-30,D05,Marketing & Advertising,Eventbrite Corporate,CC-HR,1512.48,Discretionary,False
EXP-2023-0623,2023-10-26,D01,Travel & Entertainment,British Airways Business,CC-SALES,8849.12,Discretionary,False
EXP-2023-0624,2023-10-13,D01,Travel & Entertainment,Booking.com for Business,CC-SALES,9321.43,Discretionary,True
EXP-2023-0625,2023-10-13,D03,Travel & Entertainment,Uber for Business,CC-OPS,3008.98,Discretionary,True
EXP-2023-0626,2023-10-25,D03,Travel & Entertainment,Expedia Business Travel,CC-OPS,2680.35,Discretionary,True
EXP-2023-0627,2023-10-18,D04,Travel & Entertainment,Expedia Business Travel,CC-FIN,815.21,Discretionary,False
EXP-2023-0628,2023-10-04,D04,Travel & Entertainment,Hertz Corporate,CC-FIN,685.28,Discretionary,True
EXP-2023-0629,2023-10-11,D05,Travel & Entertainment,Marriott Business,CC-HR,1980.86,Discretionary,True
EXP-2023-0630,2023-10-12,D06,Travel & Entertainment,Booking.com for Business,CC-IT,836.07,Discretionary,True
EXP-2023-0631,2023-10-27,D06,Travel & Entertainment,British Airways Business,CC-IT,979.91,Discretionary,True
EXP-2023-0632,2023-10-19,D01,Software & Tools,Zoom Video Communications,CC-SALES,3411.35,Variable,False
EXP-2023-0633,2023-10-10,D01,Software & Tools,Microsoft Licensing,CC-SALES,3128.64,Variable,True
EXP-2023-0634,2023-10-17,D02,Software & Tools,Microsoft Licensing,CC-MKTG,2736.93,Variable,True
EXP-2023-0635,2023-10-13,D02,Software & Tools,Adobe Creative Cloud,CC-MKTG,3426.83,Variable,True
EXP-2023-0636,2023-10-23,D03,Software & Tools,Adobe Creative Cloud,CC-OPS,1372.44,Variable,True
EXP-2023-0637,2023-10-06,D03,Software & Tools,Zoom Video Communications,CC-OPS,2465.02,Variable,True
EXP-2023-0638,2023-10-27,D04,Software & Tools,Adobe Creative Cloud,CC-FIN,2285.44,Variable,True
EXP-2023-0639,2023-10-31,D04,Software & Tools,Adobe Creative Cloud,CC-FIN,3012.7,Variable,False
EXP-2023-0640,2023-10-13,D05,Software & Tools,Microsoft Licensing,CC-HR,1810.76,Variable,True
EXP-2023-0641,2023-10-16,D05,Software & Tools,Slack Technologies,CC-HR,1841.31,Variable,True
EXP-2023-0642,2023-10-06,D06,Software & Tools,Adobe Creative Cloud,CC-IT,6424.63,Variable,True
EXP-2023-0643,2023-10-10,D06,Software & Tools,Microsoft Licensing,CC-IT,5787.75,Variable,True
EXP-2023-0644,2023-10-24,D01,Equipment & Maintenance,Kärcher Professional,CC-SALES,1274.73,Variable,True
EXP-2023-0645,2023-10-25,D02,Equipment & Maintenance,Siemens Maintenance,CC-MKTG,1286.73,Variable,True
EXP-2023-0646,2023-10-02,D03,Equipment & Maintenance,Ricoh Service,CC-OPS,18690.6,Variable,True
EXP-2023-0647,2023-10-24,D04,Equipment & Maintenance,Konica Minolta,CC-FIN,1179.45,Variable,True
EXP-2023-0648,2023-10-09,D05,Equipment & Maintenance,Konica Minolta,CC-HR,1486.33,Variable,True
EXP-2023-0649,2023-10-04,D06,Equipment & Maintenance,Hilti Tools,CC-IT,6384.31,Variable,True
EXP-2023-0650,2023-10-06,D01,Other, miscellaneous,CC-SALES,1068.56,Variable,False
EXP-2023-0651,2023-10-02,D01,Other, miscellaneous,CC-SALES,660.26,Variable,True
EXP-2023-0652,2023-10-11,D02,Other, miscellaneous,CC-MKTG,544.9,Variable,True
EXP-2023-0653,2023-10-27,D02,Other,Iron Mountain Storage,CC-MKTG,514.47,Variable,True
EXP-2023-0654,2023-10-02,D03,Other,FedEx Express,CC-OPS,1534.28,Variable,True
EXP-2023-0655,2023-10-05,D03,Other,Iron Mountain Storage,CC-OPS,2801.53,Variable,True
EXP-2023-0656,2023-10-16,D04,Other,Iron Mountain Storage,CC-FIN,1172.02,Variable,True
EXP-2023-0657,2023-10-03,D04,Other,DHL Supply Chain,CC-FIN,985.61,Variable,True
EXP-2023-0658,2023-10-12,D05,Other,FedEx Express,CC-HR,570.66,Variable,True
EXP-2023-0659,2023-10-24,D05,Other,Waste Management UK,CC-HR,3637.87,Variable,False
EXP-2023-0660,2023-10-12,D06,Other,FedEx Express,CC-IT,1099.59,Variable,True
EXP-2023-0661,2023-10-27,D06,Other,FedEx Express,CC-IT,1147.67,Variable,True
EXP-2023-0662,2023-11-27,D01,Salaries & Benefits,PensionPlus Ltd,CC-SALES,101319.8,Fixed,True
EXP-2023-0663,2023-11-28,D02,Salaries & Benefits,HealthShield Insurance,CC-MKTG,29514.42,Fixed,True
EXP-2023-0664,2023-11-29,D03,Salaries & Benefits,HMRC PAYE,CC-OPS,150261.5,Fixed,True
EXP-2023-0665,2023-11-21,D04,Salaries & Benefits,Apex Payroll Services,CC-FIN,15117.61,Fixed,True
EXP-2023-0666,2023-11-30,D05,Salaries & Benefits,HMRC PAYE,CC-HR,10395.88,Fixed,True
EXP-2023-0667,2023-11-01,D06,Salaries & Benefits,PensionPlus Ltd,CC-IT,38788.27,Fixed,True
EXP-2023-0668,2023-11-30,D01,Rent & Utilities,British Gas Business,CC-SALES,6912.95,Fixed,True
EXP-2023-0669,2023-11-10,D01,Rent & Utilities,British Gas Business,CC-SALES,6463.31,Fixed,True
EXP-2023-0670,2023-11-29,D02,Rent & Utilities,British Gas Business,CC-MKTG,4824.54,Fixed,True
EXP-2023-0671,2023-11-09,D02,Rent & Utilities,BT Business,CC-MKTG,2504.72,Fixed,True
EXP-2023-0672,2023-11-29,D03,Rent & Utilities,Regus Office Solutions,CC-OPS,8885.0,Fixed,True
EXP-2023-0673,2023-11-13,D03,Rent & Utilities,Vodafone Business,CC-OPS,7250.96,Fixed,True
EXP-2023-0674,2023-11-23,D04,Rent & Utilities,Vodafone Business,CC-FIN,2089.91,Fixed,True
EXP-2023-0675,2023-11-03,D04,Rent & Utilities,British Gas Business,CC-FIN,2334.88,Fixed,True
EXP-2023-0676,2023-11-07,D05,Rent & Utilities,Vodafone Business,CC-HR,836.73,Fixed,True
EXP-2023-0677,2023-11-08,D05,Rent & Utilities,Severn Trent Water,CC-HR,819.66,Fixed,True
EXP-2023-0678,2023-11-01,D06,Rent & Utilities,E.ON Energy,CC-IT,2831.37,Fixed,True
EXP-2023-0679,2023-11-27,D06,Rent & Utilities,Regus Office Solutions,CC-IT,2862.28,Fixed,True
EXP-2023-0680,2023-11-24,D01,Marketing & Advertising,Eventbrite Corporate,CC-SALES,5175.43,Discretionary,True
EXP-2023-0681,2023-11-28,D02,Marketing & Advertising,LinkedIn Business,CC-MKTG,55599.78,Discretionary,False
EXP-2023-0682,2023-11-20,D02,Marketing & Advertising,Google Ads,CC-MKTG,64525.91,Discretionary,False
EXP-2023-0683,2023-11-14,D04,Marketing & Advertising,Meta for Business,CC-FIN,1727.65,Discretionary,True
EXP-2023-0684,2023-11-24,D05,Marketing & Advertising,TradeShow Expo,CC-HR,2464.64,Discretionary,False
EXP-2023-0685,2023-11-03,D06,Marketing & Advertising,Meta for Business,CC-IT,4922.09,Discretionary,False
EXP-2023-0686,2023-11-07,D01,Travel & Entertainment,Marriott Business,CC-SALES,3498.73,Discretionary,False
EXP-2023-0687,2023-11-21,D01,Travel & Entertainment,Uber for Business,CC-SALES,6111.45,Discretionary,True
EXP-2023-0688,2023-11-13,D01,Travel & Entertainment,Expedia Business Travel,CC-SALES,6908.07,Discretionary,False
EXP-2023-0689,2023-11-30,D04,Travel & Entertainment,Marriott Business,CC-FIN,1650.79,Discretionary,True
EXP-2023-0690,2023-11-22,D05,Travel & Entertainment,Hertz Corporate,CC-HR,1396.42,Discretionary,False
EXP-2023-0691,2023-11-01,D01,Software & Tools,Atlassian,CC-SALES,3621.16,Variable,True
EXP-2023-0692,2023-11-13,D02,Software & Tools,SAP Business One,CC-MKTG,5665.69,Variable,False
EXP-2023-0693,2023-11-14,D03,Software & Tools,Slack Technologies,CC-OPS,3040.36,Variable,True
EXP-2023-0694,2023-11-20,D04,Software & Tools,Adobe Creative Cloud,CC-FIN,6387.97,Variable,True
EXP-2023-0695,2023-11-17,D05,Software & Tools,Salesforce Europe,CC-HR,3013.91,Variable,True
EXP-2023-0696,2023-11-13,D06,Software & Tools,Salesforce Europe,CC-IT,15173.96,Variable,True
EXP-2023-0697,2023-11-08,D01,Equipment & Maintenance,Konica Minolta,CC-SALES,1175.61,Variable,False
EXP-2023-0698,2023-11-02,D02,Equipment & Maintenance,Caterpillar Equipment,CC-MKTG,1657.88,Variable,True
EXP-2023-0699,2023-11-01,D03,Equipment & Maintenance,Hilti Tools,CC-OPS,16823.03,Variable,True
EXP-2023-0700,2023-11-17,D04,Equipment & Maintenance,Konica Minolta,CC-FIN,878.34,Variable,True
EXP-2023-0701,2023-11-24,D05,Equipment & Maintenance,Ricoh Service,CC-HR,1517.66,Variable,True
EXP-2023-0702,2023-11-14,D06,Equipment & Maintenance,Hilti Tools,CC-IT,5872.43,Variable,True
EXP-2023-0703,2023-11-21,D01,Office Supplies,Staples Business,CC-SALES,1504.23,Variable,False
EXP-2023-0704,2023-11-02,D02,Office Supplies,Staples Business,CC-MKTG,2467.37,Variable,True
EXP-2023-0705,2023-11-06,D03,Office Supplies,Office Depot Europe,CC-OPS,4779.8,Variable,True
EXP-2023-0706,2023-11-22,D04,Office Supplies,Viking Direct,CC-FIN,2262.14,Variable,False
EXP-2023-0707,2023-11-02,D05,Office Supplies,Staples Business,CC-HR,968.62,Variable,True
EXP-2023-0708,2023-11-13,D06,Office Supplies,Staples Business,CC-IT,984.61,Variable,True
EXP-2023-0709,2023-12-21,D01,Salaries & Benefits,Apex Payroll Services,CC-SALES,110873.79,Fixed,True
EXP-2023-0710,2023-12-08,D02,Salaries & Benefits,HMRC PAYE,CC-MKTG,27643.75,Fixed,True
EXP-2023-0711,2023-12-11,D03,Salaries & Benefits,HMRC PAYE,CC-OPS,170117.09,Fixed,True
EXP-2023-0712,2023-12-19,D04,Salaries & Benefits,HealthShield Insurance,CC-FIN,31294.05,Fixed,True
EXP-2023-0713,2023-12-22,D05,Salaries & Benefits,HealthShield Insurance,CC-HR,12331.0,Fixed,True
EXP-2023-0714,2023-12-26,D06,Salaries & Benefits,Apex Payroll Services,CC-IT,31634.88,Fixed,True
EXP-2023-0715,2023-12-15,D01,Rent & Utilities,Severn Trent Water,CC-SALES,6780.71,Fixed,True
EXP-2023-0716,2023-12-11,D02,Rent & Utilities,BT Business,CC-MKTG,9461.11,Fixed,True
EXP-2023-0717,2023-12-01,D03,Rent & Utilities,Regus Office Solutions,CC-OPS,21579.19,Fixed,True
EXP-2023-0718,2023-12-19,D04,Rent & Utilities,BT Business,CC-FIN,3935.78,Fixed,True
EXP-2023-0719,2023-12-08,D05,Rent & Utilities,BT Business,CC-HR,3083.42,Fixed,True
EXP-2023-0720,2023-12-25,D06,Rent & Utilities,Severn Trent Water,CC-IT,4629.65,Fixed,True
EXP-2023-0721,2023-12-21,D02,Marketing & Advertising,LinkedIn Business,CC-MKTG,27516.55,Discretionary,True
EXP-2023-0722,2023-12-25,D02,Marketing & Advertising,TradeShow Expo,CC-MKTG,23608.6,Discretionary,True
EXP-2023-0723,2023-12-07,D02,Marketing & Advertising,Eventbrite Corporate,CC-MKTG,18420.85,Discretionary,True
EXP-2023-0724,2023-12-08,D04,Marketing & Advertising,HubSpot Europe,CC-FIN,3433.61,Discretionary,False
EXP-2023-0725,2023-12-19,D05,Marketing & Advertising,Eventbrite Corporate,CC-HR,3027.86,Discretionary,True
EXP-2023-0726,2023-12-22,D01,Travel & Entertainment,Expedia Business Travel,CC-SALES,4738.85,Discretionary,True
EXP-2023-0727,2023-12-11,D01,Travel & Entertainment,Hertz Corporate,CC-SALES,3484.74,Discretionary,True
EXP-2023-0728,2023-12-11,D01,Travel & Entertainment,Booking.com for Business,CC-SALES,5123.18,Discretionary,True
EXP-2023-0729,2023-12-07,D01,Travel & Entertainment,Booking.com for Business,CC-SALES,3608.99,Discretionary,True
EXP-2023-0730,2023-12-15,D03,Travel & Entertainment,Expedia Business Travel,CC-OPS,1744.05,Discretionary,True
EXP-2023-0731,2023-12-25,D03,Travel & Entertainment,British Airways Business,CC-OPS,2227.73,Discretionary,True
EXP-2023-0732,2023-12-06,D05,Travel & Entertainment,British Airways Business,CC-HR,1558.14,Discretionary,False
EXP-2023-0733,2023-12-07,D06,Travel & Entertainment,British Airways Business,CC-IT,1012.17,Discretionary,True
EXP-2023-0734,2023-12-12,D06,Travel & Entertainment,British Airways Business,CC-IT,576.8,Discretionary,True
EXP-2023-0735,2023-12-27,D01,Software & Tools,Slack Technologies,CC-SALES,3675.17,Variable,True
EXP-2023-0736,2023-12-15,D02,Software & Tools,Salesforce Europe,CC-MKTG,4790.64,Variable,True
EXP-2023-0737,2023-12-15,D03,Software & Tools,Slack Technologies,CC-OPS,4594.11,Variable,True
EXP-2023-0738,2023-12-01,D04,Software & Tools,Microsoft Licensing,CC-FIN,7147.93,Variable,True
EXP-2023-0739,2023-12-05,D05,Software & Tools,Microsoft Licensing,CC-HR,4846.48,Variable,False
EXP-2023-0740,2023-12-21,D06,Software & Tools,Salesforce Europe,CC-IT,14477.8,Variable,True
EXP-2023-0741,2023-12-29,D01,Equipment & Maintenance,Ricoh Service,CC-SALES,867.24,Variable,False
EXP-2023-0742,2023-12-27,D01,Equipment & Maintenance,Konica Minolta,CC-SALES,617.6,Variable,True
EXP-2023-0743,2023-12-14,D02,Equipment & Maintenance,Hilti Tools,CC-MKTG,1720.48,Variable,False
EXP-2023-0744,2023-12-06,D02,Equipment & Maintenance,Konica Minolta,CC-MKTG,592.54,Variable,True
EXP-2023-0745,2023-12-29,D03,Equipment & Maintenance,Hilti Tools,CC-OPS,5990.89,Variable,True
EXP-2023-0746,2023-12-14,D03,Equipment & Maintenance,Kärcher Professional,CC-OPS,4872.67,Variable,True
EXP-2023-0747,2023-12-14,D04,Equipment & Maintenance,Ricoh Service,CC-FIN,636.02,Variable,True
EXP-2023-0748,2023-12-26,D04,Equipment & Maintenance,Kärcher Professional,CC-FIN,720.7,Variable,True
EXP-2023-0749,2023-12-12,D05,Equipment & Maintenance,Ricoh Service,CC-HR,799.46,Variable,False
EXP-2023-0750,2023-12-11,D05,Equipment & Maintenance,Siemens Maintenance,CC-HR,669.91,Variable,True
EXP-2023-0751,2023-12-01,D06,Equipment & Maintenance,Siemens Maintenance,CC-IT,2112.3,Variable,True
EXP-2023-0752,2023-12-25,D06,Equipment & Maintenance,Hilti Tools,CC-IT,1673.78,Variable,False
EXP-2023-0753,2023-12-22,D01,Office Supplies,Amazon Business,CC-SALES,1338.24,Variable,True
EXP-2023-0754,2023-12-25,D01,Office Supplies,Amazon Business,CC-SALES,789.08,Variable,True
EXP-2023-0755,2023-12-13,D02,Office Supplies,Amazon Business,CC-MKTG,1372.09,Variable,False
